"id","name","types","height","weight","abilities","egg_groups","stats","genus","description"
489,"Phione","[""water""]",4.00,31.00,"[""hydration""]","[""fairy"", ""water1""]","{""hp"": 80, ""speed"": 80, ""attack"": 80, ""defense"": 80, ""special-attack"": 80, ""special-defense"": 80}","Sea Drifter PokÃ©mon","It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted."
490,"Manaphy","[""water""]",3.00,14.00,"[""hydration""]","[""fairy"", ""water1""]","{""hp"": 100, ""speed"": 100, ""attack"": 100, ""defense"": 100, ""special-attack"": 100, ""special-defense"": 100}","Seafaring PokÃ©mon","It starts its life with a wondrous power that permits
it to bond with any kind of PokÃ©mon."
491,"Darkrai","[""dark""]",15.00,505.00,"[""bad-dreams""]","[""no-eggs""]","{""hp"": 70, ""speed"": 125, ""attack"": 90, ""defense"": 90, ""special-attack"": 135, ""special-defense"": 90}","Pitch-Black PokÃ©mon","It can lull people to sleep and make them dream.
It is active during nights of the new moon."
492,"Shaymin","[""grass""]",2.00,21.00,"[""natural-cure""]","[""no-eggs""]","{""hp"": 100, ""speed"": 100, ""attack"": 100, ""defense"": 100, ""special-attack"": 100, ""special-defense"": 100}","Gratitude PokÃ©mon","The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers."
493,"Arceus","[""normal""]",32.00,3200.00,"[""multitype""]","[""no-eggs""]","{""hp"": 120, ""speed"": 120, ""attack"": 120, ""defense"": 120, ""special-attack"": 120, ""special-defense"": 120}","Alpha PokÃ©mon","It is told in mythology that this PokÃ©mon was born
before the universe even existed."
494,"Victini","[""fire"", ""psychic""]",4.00,40.00,"[""victory-star""]","[""no-eggs""]","{""hp"": 100, ""speed"": 100, ""attack"": 100, ""defense"": 100, ""special-attack"": 100, ""special-defense"": 100}","Victory PokÃ©mon","When it shares the infinite energy it creates,
that beingâ€™s entire body will be overflowing
with power."
495,"Snivy","[""grass""]",6.00,81.00,"[""contrary"", ""overgrow""]","[""plant"", ""ground""]","{""hp"": 45, ""speed"": 63, ""attack"": 45, ""defense"": 55, ""special-attack"": 45, ""special-defense"": 55}","Grass Snake PokÃ©mon","They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop."
496,"Servine","[""grass""]",8.00,160.00,"[""contrary"", ""overgrow""]","[""plant"", ""ground""]","{""hp"": 60, ""speed"": 83, ""attack"": 60, ""defense"": 75, ""special-attack"": 60, ""special-defense"": 75}","Grass Snake PokÃ©mon","When it gets dirty, its leaves canâ€™t be used in
photosynthesis, so it always keeps itself clean."
497,"Serperior","[""grass""]",33.00,630.00,"[""contrary"", ""overgrow""]","[""plant"", ""ground""]","{""hp"": 75, ""speed"": 113, ""attack"": 75, ""defense"": 95, ""special-attack"": 75, ""special-defense"": 95}","Regal PokÃ©mon","It can stop its opponentsâ€™ movements with just a
glare. It takes in solar energy and boosts
it internally."
498,"Tepig","[""fire""]",5.00,99.00,"[""thick-fat"", ""blaze""]","[""ground""]","{""hp"": 65, ""speed"": 45, ""attack"": 63, ""defense"": 45, ""special-attack"": 45, ""special-defense"": 45}","Fire Pig PokÃ©mon","It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp."
499,"Pignite","[""fighting"", ""fire""]",10.00,555.00,"[""thick-fat"", ""blaze""]","[""ground""]","{""hp"": 90, ""speed"": 55, ""attack"": 93, ""defense"": 55, ""special-attack"": 70, ""special-defense"": 55}","Fire Pig PokÃ©mon","When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke."
500,"Emboar","[""fighting"", ""fire""]",16.00,1500.00,"[""reckless"", ""blaze""]","[""ground""]","{""hp"": 110, ""speed"": 65, ""attack"": 123, ""defense"": 65, ""special-attack"": 100, ""special-defense"": 65}","Mega Fire Pig PokÃ©mon","It has mastered fast and powerful fighting moves.
It grows a beard of fire."
501,"Oshawott","[""water""]",5.00,59.00,"[""shell-armor"", ""torrent""]","[""ground""]","{""hp"": 55, ""speed"": 45, ""attack"": 55, ""defense"": 45, ""special-attack"": 63, ""special-defense"": 45}","Sea Otter PokÃ©mon","It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing."
502,"Dewott","[""water""]",8.00,245.00,"[""shell-armor"", ""torrent""]","[""ground""]","{""hp"": 75, ""speed"": 60, ""attack"": 75, ""defense"": 60, ""special-attack"": 83, ""special-defense"": 60}","Discipline PokÃ©mon","As a result of strict training, each Dewott learns
different forms for using the scalchops."
503,"Samurott","[""water""]",15.00,946.00,"[""shell-armor"", ""torrent""]","[""ground""]","{""hp"": 95, ""speed"": 70, ""attack"": 100, ""defense"": 85, ""special-attack"": 108, ""special-defense"": 70}","Formidable PokÃ©mon","One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody."
504,"Patrat","[""normal""]",5.00,116.00,"[""analytic"", ""keen-eye"", ""run-away""]","[""ground""]","{""hp"": 45, ""speed"": 42, ""attack"": 55, ""defense"": 39, ""special-attack"": 35, ""special-defense"": 39}","Scout PokÃ©mon","Extremely cautious, one of them will always be on
the lookout, but it wonâ€™t notice a foe coming
from behind."
505,"Watchog","[""normal""]",11.00,270.00,"[""analytic"", ""keen-eye"", ""illuminate""]","[""ground""]","{""hp"": 60, ""speed"": 77, ""attack"": 85, ""defense"": 69, ""special-attack"": 60, ""special-defense"": 69}","Lookout PokÃ©mon","When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches."
506,"Lillipup","[""normal""]",4.00,41.00,"[""run-away"", ""pickup"", ""vital-spirit""]","[""ground""]","{""hp"": 45, ""speed"": 55, ""attack"": 60, ""defense"": 45, ""special-attack"": 25, ""special-defense"": 45}","Puppy PokÃ©mon","The long fur surrounding its face functions as
radar, enabling it to probe the condition of its
battle opponents."
507,"Herdier","[""normal""]",9.00,147.00,"[""scrappy"", ""sand-rush"", ""intimidate""]","[""ground""]","{""hp"": 65, ""speed"": 60, ""attack"": 80, ""defense"": 65, ""special-attack"": 35, ""special-defense"": 65}","Loyal Dog PokÃ©mon","This PokÃ©mon obeys its masterâ€™s orders
faithfully. However, it refuses to listen to
anything said by a person it doesnâ€™t respect."
508,"Stoutland","[""normal""]",12.00,610.00,"[""scrappy"", ""sand-rush"", ""intimidate""]","[""ground""]","{""hp"": 85, ""speed"": 80, ""attack"": 110, ""defense"": 90, ""special-attack"": 45, ""special-defense"": 90}","Big-Hearted PokÃ©mon","With this wise PokÃ©mon, there could be no
concern that it would ever attack people. Some
parents even trust it to babysit."
509,"Purrloin","[""dark""]",4.00,101.00,"[""prankster"", ""unburden"", ""limber""]","[""ground""]","{""hp"": 41, ""speed"": 66, ""attack"": 50, ""defense"": 37, ""special-attack"": 50, ""special-defense"": 37}","Devious PokÃ©mon","They steal from people for fun, but their victims
canâ€™t help but forgive them. Their deceptively cute
act is perfect."
510,"Liepard","[""dark""]",11.00,375.00,"[""prankster"", ""unburden"", ""limber""]","[""ground""]","{""hp"": 64, ""speed"": 106, ""attack"": 88, ""defense"": 50, ""special-attack"": 88, ""special-defense"": 50}","Cruel PokÃ©mon","Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react."
511,"Pansage","[""grass""]",6.00,105.00,"[""overgrow"", ""gluttony""]","[""ground""]","{""hp"": 50, ""speed"": 64, ""attack"": 53, ""defense"": 48, ""special-attack"": 53, ""special-defense"": 48}","Grass Monkey PokÃ©mon","Itâ€™s good at finding berries and gathers them from
all over. Itâ€™s kind enough to share them
with friends."
512,"Simisage","[""grass""]",11.00,305.00,"[""overgrow"", ""gluttony""]","[""ground""]","{""hp"": 75, ""speed"": 101, ""attack"": 98, ""defense"": 63, ""special-attack"": 98, ""special-defense"": 63}","Thorn Monkey PokÃ©mon","Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter."
513,"Pansear","[""fire""]",6.00,110.00,"[""blaze"", ""gluttony""]","[""ground""]","{""hp"": 50, ""speed"": 64, ""attack"": 53, ""defense"": 48, ""special-attack"": 53, ""special-defense"": 48}","High Temp PokÃ©mon","This PokÃ©mon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit."
514,"Simisear","[""fire""]",10.00,280.00,"[""blaze"", ""gluttony""]","[""ground""]","{""hp"": 75, ""speed"": 101, ""attack"": 98, ""defense"": 63, ""special-attack"": 98, ""special-defense"": 63}","Ember PokÃ©mon","When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets."
515,"Panpour","[""water""]",6.00,135.00,"[""torrent"", ""gluttony""]","[""ground""]","{""hp"": 50, ""speed"": 64, ""attack"": 53, ""defense"": 48, ""special-attack"": 53, ""special-defense"": 48}","Spray PokÃ©mon","The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large."
516,"Simipour","[""water""]",10.00,290.00,"[""torrent"", ""gluttony""]","[""ground""]","{""hp"": 75, ""speed"": 101, ""attack"": 98, ""defense"": 63, ""special-attack"": 98, ""special-defense"": 63}","Geyser PokÃ©mon","It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail."
517,"Munna","[""psychic""]",6.00,233.00,"[""telepathy"", ""synchronize"", ""forewarn""]","[""ground""]","{""hp"": 76, ""speed"": 24, ""attack"": 25, ""defense"": 45, ""special-attack"": 67, ""special-defense"": 55}","Dream Eater PokÃ©mon","It eats the dreams of people and PokÃ©mon. When it
eats a pleasant dream, it expels pink-colored mist."
518,"Musharna","[""psychic""]",11.00,605.00,"[""telepathy"", ""synchronize"", ""forewarn""]","[""ground""]","{""hp"": 116, ""speed"": 29, ""attack"": 55, ""defense"": 85, ""special-attack"": 107, ""special-defense"": 95}","Drowsing PokÃ©mon","The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten."
519,"Pidove","[""flying"", ""normal""]",3.00,21.00,"[""rivalry"", ""super-luck"", ""big-pecks""]","[""flying""]","{""hp"": 50, ""speed"": 43, ""attack"": 55, ""defense"": 50, ""special-attack"": 36, ""special-defense"": 30}","Tiny Pigeon PokÃ©mon","These PokÃ©mon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas."
520,"Tranquill","[""flying"", ""normal""]",6.00,150.00,"[""rivalry"", ""super-luck"", ""big-pecks""]","[""flying""]","{""hp"": 62, ""speed"": 65, ""attack"": 77, ""defense"": 62, ""special-attack"": 50, ""special-defense"": 42}","Wild Pigeon PokÃ©mon","No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer."
521,"Unfezant","[""flying"", ""normal""]",12.00,290.00,"[""rivalry"", ""super-luck"", ""big-pecks""]","[""flying""]","{""hp"": 80, ""speed"": 93, ""attack"": 115, ""defense"": 80, ""special-attack"": 65, ""special-defense"": 55}","Proud PokÃ©mon","Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers."
522,"Blitzle","[""electric""]",8.00,298.00,"[""sap-sipper"", ""motor-drive"", ""lightning-rod""]","[""ground""]","{""hp"": 45, ""speed"": 76, ""attack"": 60, ""defense"": 32, ""special-attack"": 50, ""special-defense"": 32}","Electrified PokÃ©mon","Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate."
523,"Zebstrika","[""electric""]",16.00,795.00,"[""sap-sipper"", ""motor-drive"", ""lightning-rod""]","[""ground""]","{""hp"": 75, ""speed"": 116, ""attack"": 100, ""defense"": 63, ""special-attack"": 80, ""special-defense"": 63}","Thunderbolt PokÃ©mon","They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates."
524,"Roggenrola","[""rock""]",4.00,180.00,"[""sand-force"", ""weak-armor"", ""sturdy""]","[""mineral""]","{""hp"": 55, ""speed"": 15, ""attack"": 75, ""defense"": 85, ""special-attack"": 25, ""special-defense"": 25}","Mantle PokÃ©mon","The hexagonal cavity is its ear. It walks in the
direction of sounds it hears, but if the sounds
cease, it panics and topples over."
525,"Boldore","[""rock""]",9.00,1020.00,"[""sand-force"", ""weak-armor"", ""sturdy""]","[""mineral""]","{""hp"": 70, ""speed"": 20, ""attack"": 105, ""defense"": 105, ""special-attack"": 50, ""special-defense"": 40}","Ore PokÃ©mon","It explores caves in search of underground
water. Itâ€™s not comfortable around water, so
this PokÃ©mon takes great care in lapping it up."
526,"Gigalith","[""rock""]",17.00,2600.00,"[""sand-force"", ""sand-stream"", ""sturdy""]","[""mineral""]","{""hp"": 85, ""speed"": 25, ""attack"": 135, ""defense"": 130, ""special-attack"": 60, ""special-defense"": 80}","Compressed PokÃ©mon","Known for its hefty horsepower, this PokÃ©mon
is a popular partner for construction workers."
527,"Woobat","[""flying"", ""psychic""]",4.00,21.00,"[""simple"", ""klutz"", ""unaware""]","[""ground"", ""flying""]","{""hp"": 65, ""speed"": 72, ""attack"": 45, ""defense"": 43, ""special-attack"": 55, ""special-defense"": 43}","Bat PokÃ©mon","The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune."
528,"Swoobat","[""flying"", ""psychic""]",9.00,105.00,"[""simple"", ""klutz"", ""unaware""]","[""ground"", ""flying""]","{""hp"": 67, ""speed"": 114, ""attack"": 57, ""defense"": 55, ""special-attack"": 77, ""special-defense"": 55}","Courting PokÃ©mon","Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift."
529,"Drilbur","[""ground""]",3.00,85.00,"[""mold-breaker"", ""sand-force"", ""sand-rush""]","[""ground""]","{""hp"": 60, ""speed"": 68, ""attack"": 85, ""defense"": 40, ""special-attack"": 30, ""special-defense"": 45}","Mole PokÃ©mon","By spinning its body, it can dig straight through the
ground at a speed of 30 mph."
530,"Excadrill","[""steel"", ""ground""]",7.00,404.00,"[""mold-breaker"", ""sand-force"", ""sand-rush""]","[""ground""]","{""hp"": 110, ""speed"": 88, ""attack"": 135, ""defense"": 60, ""special-attack"": 50, ""special-defense"": 65}","Subterrene PokÃ©mon","More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels."
531,"Audino","[""normal""]",11.00,310.00,"[""klutz"", ""regenerator"", ""healer""]","[""fairy""]","{""hp"": 103, ""speed"": 50, ""attack"": 60, ""defense"": 86, ""special-attack"": 60, ""special-defense"": 86}","Hearing PokÃ©mon","It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling."
532,"Timburr","[""fighting""]",6.00,125.00,"[""iron-fist"", ""sheer-force"", ""guts""]","[""humanshape""]","{""hp"": 75, ""speed"": 35, ""attack"": 80, ""defense"": 55, ""special-attack"": 25, ""special-defense"": 35}","Muscular PokÃ©mon","Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs."
533,"Gurdurr","[""fighting""]",12.00,400.00,"[""iron-fist"", ""sheer-force"", ""guts""]","[""humanshape""]","{""hp"": 85, ""speed"": 40, ""attack"": 105, ""defense"": 85, ""special-attack"": 40, ""special-defense"": 50}","Muscular PokÃ©mon","This PokÃ©mon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch."
534,"Conkeldurr","[""fighting""]",14.00,870.00,"[""iron-fist"", ""sheer-force"", ""guts""]","[""humanshape""]","{""hp"": 105, ""speed"": 45, ""attack"": 140, ""defense"": 95, ""special-attack"": 55, ""special-defense"": 65}","Muscular PokÃ©mon","Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete."
535,"Tympole","[""water""]",5.00,45.00,"[""water-absorb"", ""hydration"", ""swift-swim""]","[""water1""]","{""hp"": 50, ""speed"": 64, ""attack"": 50, ""defense"": 40, ""special-attack"": 50, ""special-defense"": 40}","Tadpole PokÃ©mon","By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk."
536,"Palpitoad","[""ground"", ""water""]",8.00,170.00,"[""water-absorb"", ""hydration"", ""swift-swim""]","[""water1""]","{""hp"": 75, ""speed"": 69, ""attack"": 65, ""defense"": 55, ""special-attack"": 65, ""special-defense"": 55}","Vibration PokÃ©mon","It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents."
537,"Seismitoad","[""ground"", ""water""]",15.00,620.00,"[""water-absorb"", ""poison-touch"", ""swift-swim""]","[""water1""]","{""hp"": 105, ""speed"": 74, ""attack"": 95, ""defense"": 75, ""special-attack"": 85, ""special-defense"": 75}","Vibration PokÃ©mon","They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents."
